Approved symbol,Approved name,Accession numbers,UniProt ID,ENTREZ ID,Ensembl ID
ERVK-28,endogenous retrovirus group K member 28,JZ164911,,,ENSG00000267696
AC096553.5,,,,,
yggD,,,,,
AC103563.7,,,,,
pho7,,,,,
RN7SL234P,"RNA, 7SL, cytoplasmic 234, pseudogene",,,106479307,ENSG00000241391
CEP112,centrosomal protein 112,AF458591,Q8N8E3,201134,ENSG00000154240
C2orf49,chromosome 2 open reading frame 49,BC001310,Q9BVC5,79074,ENSG00000135974
TP53TG1,TP53 target 1,AB007455,,11257,ENSG00000182165
YDR306C,,,,,
SPAC3C7.07c,,,,,
NARSP1,asparaginyl-tRNA synthetase pseudogene 1,,,319127,
rps801,,,,,
ycaC,,,,,
MIR4776-2,microRNA 4776-2,,,100616472,ENSG00000283637
AC007128.1,,,,,
RP11-436K8.1,,,,,
IGLV3-9,immunoglobulin lambda variable 3-9 (gene/pseudogene),X97473,A0A075B6K5,28804,ENSG00000211670
RP11-18D7.2,,,,,
RPL21P24,ribosomal protein L21 pseudogene 24,,,100270880,ENSG00000229554
AP001137.1,,,,,
MINOS1P1,,,,,
NLRP8,NLR family pyrin domain containing 8,AY154463,Q86W28,126205,
LENG8,leukocyte receptor cluster member 8,AF211975,Q96PV6,114823,ENSG00000167615
RHEB,"Ras homolog, mTORC1 binding",D78132,Q15382,6009,ENSG00000106615
SPTAN1,"spectrin alpha, non-erythrocytic 1",M19725,Q13813,6709,ENSG00000197694
RP11-290L1.3,,,,,
HHATL-AS1,HHATL antisense RNA 1,,,,ENSG00000230970
C3orf36,chromosome 3 open reading frame 36,AK025826,Q3SXR2,80111,ENSG00000221972
AC021106.1,,,,,
ybgK,,,,,
USP32P2,ubiquitin specific peptidase 32 pseudogene 2,,,220594,ENSG00000233327
RN7SL537P,,,,,
RRB1,,,,,
TRE-TTC9-1,transfer RNA-Glu (TTC) 9-1,HG983788,,100189518,
ybjS,,,,,
RP1-86D1.2,,,,,
RP11-166B2.7,,,,,
SLC6A14,solute carrier family 6 member 14,AF151978,Q9UN76,11254,ENSG00000268104
RP11-666A8.7,,,,,
yqeF,,,,,
NOV,,,,,
FABP5P3,fatty acid binding protein 5 pseudogene 3,,A8MUU1,220832,ENSG00000241735
RP11-977G19.10,,,,,
RPS26P37,ribosomal protein S26 pseudogene 37,,,100271238,
WDR82P2,WD repeat domain 82 pseudogene 2,,,441891,ENSG00000241318
PLA2G10,phospholipase A2 group X,U95301,O15496,8399,ENSG00000069764
DNAJC7,DnaJ heat shock protein family (Hsp40) member C7,U46571,Q99615,7266,ENSG00000168259
ADE3,,,,,
holA,,,,,
RPL17P51,ribosomal protein L17 pseudogene 51,,,,ENSG00000271429
SNORD104,"small nucleolar RNA, C/D box 104",AY349605,,692227,ENSG00000199753
TRBV22-1,T cell receptor beta variable 22-1 (pseudogene),L36092,,28565,ENSG00000240578
Y_RNA.324,,,,,
RP11-399E6.4,,,,,
CTC-218B8.3,,,,,
RNASE1,"ribonuclease A family member 1, pancreatic",BC005324,P07998,6035,ENSG00000129538
RNA5SP233,"RNA, 5S ribosomal pseudogene 233",,,100873491,ENSG00000238391
RP11-337C18.8,,,,,
SHLD3,shieldin complex subunit 3,,Q6ZNX1,,ENSG00000253251
RP11-24B19.3,,,,,
OACYLP,"O-acyltransferase like, pseudogene",DV080257,,390858,ENSG00000224367
RP11-83J16.1,,,,,
RNU6-220P,"RNA, U6 small nuclear 220, pseudogene",,,106481247,ENSG00000212221
CTC-448F2.4,,,,,
MIX17,,,,,
RNU6-609P,"RNA, U6 small nuclear 609, pseudogene",,,106481906,ENSG00000202329
AC092484.1,,,,,
RP5-827C21.2,,,,,
LRRFIP1,LRR binding FLII interacting protein 1,AJ223075,Q32MZ4,9208,ENSG00000124831
IBA57-DT,IBA57 divergent transcript,AK057440,B1ANH7,574432,ENSG00000203684
IQCB2P,IQ motif containing B2 pseudogene,,,340192,ENSG00000217539
RP11-400F19.18,,,,,
RAB1B,"RAB1B, member RAS oncogene family",AJ245875,Q9H0U4,81876,ENSG00000174903
SDHDP2,succinate dehydrogenase complex subunit D pseudogene 2,,,647081,ENSG00000227073
RP11-107P7.2,,,,,
SKG1,,,,,
BCH1,,,,,
IGHV4-39,immunoglobulin heavy variable 4-39,L10094,P01824,28394,ENSG00000211959
TOS6,,,,,
yfdX,,,,,
SNORA4.1,,,,,
THRAP3P1,thyroid hormone receptor associated protein 3 pseudogene 1,,,391524,ENSG00000227339
DYX1C1-CCPG1,,,,,
POLHP1,DNA polymerase eta pseudogene 1,,,,ENSG00000232970
MTND3P10,MT-ND3 pseudogene 10,,,100873239,ENSG00000233286
AC092421.1,,,,,
AC011891.5,,,,,
RPSAP29,ribosomal protein SA pseudogene 29,,,389141,ENSG00000244722
puf3,,,,,
MIR7854,microRNA 7854,,,102465840,
ZFYVE26,zinc finger FYVE-type containing 26,AB002319,Q68DK2,23503,ENSG00000072121
KRTAP4-7,keratin associated protein 4-7,AJ406939,Q9BYR0,100132476,ENSG00000240871
POM121,POM121 transmembrane nucleoporin,AB014518,Q96HA1,9883,ENSG00000196313
RP11-136B18.2,,,,,
JNM1,,,,,
FNDC11,fibronectin type III domain containing 11,,Q9BVV2,79025,ENSG00000125531
ddlB,,,,,
L34079.3,,,,,
Y_RNA.438,,,,,
U3.55,,,,,
LINC01716,long intergenic non-protein coding RNA 1716,,,105372682,ENSG00000225657
SOGA2,,,,,
SLM2,,,,,
tsr,,,,,
LCMT1-AS1,LCMT1 antisense RNA 1,,,102723510,ENSG00000260448
TNFRSF14,TNF receptor superfamily member 14,U70321,Q92956,8764,ENSG00000157873
FIZ1,FLT3 interacting zinc finger 1,AK027674,Q96SL8,84922,ENSG00000179943
RPL5,ribosomal protein L5,U14966,P46777,6125,ENSG00000122406
RP11-678G14.4,,,,,
RP1-122P22.2,,,,,
LA16c-361A3.3,,,,,
LINC01916,long intergenic non-protein coding RNA 1916,,,107985128,ENSG00000264232
CBS1,,,,,
RN7SKP137,"RNA, 7SK small nuclear pseudogene 137",,,106479156,ENSG00000223006
TCAF2C,TRPM8 channel associated factor 2C,,,100533814,ENSG00000283528
PIM2,"Pim-2 proto-oncogene, serine/threonine kinase",U77735,Q9P1W9,11040,ENSG00000102096
SLC16A8,solute carrier family 16 member 8,AF132610,O95907,23539,ENSG00000100156
PPCDC,phosphopantothenoylcysteine decarboxylase,AK027491,Q96CD2,60490,ENSG00000138621
ADE6,,,,,
RP11-273B20.1,,,,,
RRN3P3,"RRN3 homolog, RNA polymerase I transcription factor pseudogene 3",,,100131998,ENSG00000257122
LINC00566,long intergenic non-protein coding RNA 566,BC038727,,100861547,ENSG00000261498
MEF2BNBP1,MEF2B neighbor pseudogene 1,,,100128109,ENSG00000256844
RPL21P29,ribosomal protein L21 pseudogene 29,,,440575,
ANKRD39,ankyrin repeat domain 39,BC031303,Q53RE8,51239,ENSG00000213337
SMAGP,small cell adhesion glycoprotein,,Q0VAQ4,57228,ENSG00000170545
ARMCX2,armadillo repeat containing X-linked 2,AB011084,Q7L311,9823,ENSG00000184867
RP5-1027G4.3,,,,,
RPS8A,,,,,
AAK1,AP2 associated kinase 1,AB028971,Q2M2I8,22848,ENSG00000115977
HAL,histidine ammonia-lyase,,P42357,3034,ENSG00000084110
RP11-555K12.1,,,,,
yjaA,,,,,
DRICH1,aspartate rich 1,BC056888,Q6PGQ1,51233,ENSG00000189269
RP4-808O4.2,,,,,
RP11-1217F2.1,,,,,
MIR17,microRNA 17,,,406952,ENSG00000284536
ASH2LP3,ASH2L pseudogene 3,,,100736411,ENSG00000225724
ATF5,activating transcription factor 5,AF101388,Q9Y2D1,22809,ENSG00000169136
CCDC114,coiled-coil domain containing 114,BC025752,Q96M63,93233,ENSG00000105479
VPS13C,vacuolar protein sorting 13 homolog C,AJ608770,Q709C8,54832,ENSG00000129003
AF064858.6,,,,,
RP11-317M22.1,,,,,
metR,,,,,
MYL6B,myosin light chain 6B,M31211,P14649,140465,ENSG00000196465
CCHCR1,coiled-coil alpha-helical rod protein 1,AF216493,Q8TD31,54535,ENSG00000204536
SNORD114-31,"small nucleolar RNA, C/D box 114-31",,,767612,ENSG00000200089
SCAI,suppressor of cancer cell invasion,AK093983,Q8N9R8,286205,ENSG00000173611
RN7SL665P,"RNA, 7SL, cytoplasmic 665, pseudogene",,,106481104,ENSG00000264169
PLK4,polo like kinase 4,Y13115,O00444,10733,ENSG00000142731
Mta2,,,,,
CALY,calcyon neuron specific vesicular protein,AF225903,Q9NYX4,50632,ENSG00000130643
RP11-685M7.5,,,,,
AC103974.1,,,,,
LINC00971,long intergenic non-protein coding RNA 971,,,440970,ENSG00000242641
CACNA1C-IT2,CACNA1C intronic transcript 2,,,,ENSG00000256257
SMCR2,"Smith-Magenis syndrome chromosome region, candidate 2",AI821758,,105371564,ENSG00000223979
RN7SL189P,"RNA, 7SL, cytoplasmic 189, pseudogene",,,106480973,ENSG00000243817
SOHLH2,spermatogenesis and oogenesis specific basic helix-loop-helix 2,AK000456,Q9NX45,54937,ENSG00000120669
RPL5P2,ribosomal protein L5 pseudogene 2,,,140749,ENSG00000237068
TAF11L12,TATA-box binding protein associated factor 11 like 12,,,,ENSG00000249156
NHP2P2,NHP2 ribonucleoprotein pseudogene 2,,,442290,ENSG00000213786
IGHVII-44-2,immunoglobulin heavy variable (II)-44-2 (pseudogene),AB019438,,28366,ENSG00000253895
AC007551.2,,,,,
AGL,"amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase",BC078663,P35573,178,ENSG00000162688
CBFB,core-binding factor subunit beta,BC018509,Q13951,865,ENSG00000067955
MTND4P17,MT-ND4 pseudogene 17,,,100873242,ENSG00000242178
HDGFRP3,,,,,
SNORD115-21,"small nucleolar RNA, C/D box 115-21",AF250841,,100033603,ENSG00000199833
IGKV2-10,immunoglobulin kappa variable 2-10 (pseudogene),Z00012,,28928,ENSG00000253278
PHACTR4,phosphatase and actin regulator 4,AF130081,Q8IZ21,65979,ENSG00000204138
IL17B,interleukin 17B,AF184969,Q9UHF5,27190,ENSG00000127743
sfcA,,,,,
RP5-1013A22.5,,,,,
tatA,,,,,
OR4G4P,olfactory receptor family 4 subfamily G member 4 pseudogene,,,79504,ENSG00000268020
COTL1,coactosin like F-actin binding protein 1,L54057,Q14019,23406,ENSG00000103187
RP11-466A19.5,,,,,
MIR1973,microRNA 1973,,,100302290,
TXNRD3NB,thioredoxin reductase 3 neighbor,BC130546,Q6F5E7,645840,ENSG00000206483
AC115115.2,,,,,
GALNT10,polypeptide N-acetylgalactosaminyltransferase 10,AK023782,Q86SR1,55568,ENSG00000164574
LINC01593,long intergenic non-protein coding RNA 1593,,,,ENSG00000231221
mcs4,,,,,
LINC02489,long intergenic non-protein coding RNA 2489,,,101928919,ENSG00000255007
AUNX1,"auditory neuropathy, X-linked recessive 1",,,,
SNORA73.3,,,,,
PPP1R14C,protein phosphatase 1 regulatory inhibitor subunit 14C,AF308297,Q8TAE6,81706,ENSG00000198729
SPAC1B3.02c,,,,,
yfcX,,,,,
RN7SL346P,"RNA, 7SL, cytoplasmic 346, pseudogene",,,106479350,ENSG00000240470
LINC00681,long intergenic non-protein coding RNA 681,"BM725196, BM678210",,,ENSG00000255494
RP11-168O16.1,,,,,
LRRC40,leucine rich repeat containing 40,,Q9H9A6,55631,ENSG00000066557
PRDX3P2,peroxiredoxin 3 pseudogene 2,,,100128092,ENSG00000231468
SAP18P2,SAP18 pseudogene 2,,,442060,ENSG00000223873
RP11-140C18.2,,,,,
RNU6-1275P,"RNA, U6 small nuclear 1275, pseudogene",,,106480122,ENSG00000212389
RPS8P4,ribosomal protein S8 pseudogene 4,,,646119,ENSG00000227437
DPRXP1,divergent-paired related homeobox pseudogene 1,,,503641,ENSG00000224323
AIM4,,,,,
USP50,ubiquitin specific peptidase 50,AI990110,Q70EL3,373509,
RN7SL365P,,,,,
BMS1,BMS1 ribosome biogenesis factor,BC043345,Q14692,9790,ENSG00000165733
TRQ-TTG8-1,transfer RNA-Gln (TTG) 8-1,HG983750,,100189505,
AL359815.1,,,,,
RP11-640N20.5,,,,,
tht2,,,,,
RP11-923I11.3,,,,,
RNU7-55P,"RNA, U7 small nuclear 55 pseudogene",M35540,,6075,ENSG00000239078
CCDC178,coiled-coil domain containing 178,AK126038,Q5BJE1,374864,ENSG00000166960
NT5C1B-RDH14,NT5C1B-RDH14 readthrough,,,100526794,ENSG00000250741
RP11-13K12.5,,,,,
RP11-799D4.4,,,,,
POT1,protection of telomeres 1,AK022580,Q9NUX5,25913,ENSG00000128513
LINC00906,long intergenic non-protein coding RNA 906,"BX647231, BC039341",,148145,ENSG00000267339
XX-CR54.3,,,,,
ATP5PDP2,ATP synthase peripheral stalk subunit d pseudogene 2,,,138234,ENSG00000229184
wcaL,,,,,
RP11-703M24.5,,,,,
MIR6758,microRNA 6758,,,102465454,
AC009229.5,,,,,
RP1-149A16.12,,,,,
PHF5EP,PHD finger protein 5E pseudogene,,,450239,
RP11-379B18.1,,,,,
RP5-866L20.2,,,,,
CMR1,,,,,
RP1-200G19.1,,,,,
ZFP14,ZFP14 zinc finger protein,AB046779,Q9HCL3,57677,
RNA5S16,"RNA, 5S ribosomal 16",,,100169767,ENSG00000202257
DBH,dopamine beta-hydroxylase,X13256,P09172,1621,ENSG00000123454
GCC2-AS1,GCC2 antisense RNA 1,BC004487,,644903,ENSG00000214184
NPP1,,,,,
RPL23AP12,ribosomal protein L23a pseudogene 12,,,391282,ENSG00000228861
PPP3CA,protein phosphatase 3 catalytic subunit alpha,,Q08209,5530,ENSG00000138814
KCNJ9,potassium voltage-gated channel subfamily J member 9,U52152,Q92806,3765,ENSG00000162728
RP11-109E10.1,,,,,
LOC100506688,,,,,
GPR44,,,,,
RP11-532L16.3,,,,,
GPR161,G protein-coupled receptor 161,AF091890,Q8N6U8,23432,ENSG00000143147
SLITRK3,SLIT and NTRK like family member 3,AB020655,O94933,22865,ENSG00000121871
SNHG31,small nucleolar RNA host gene 31,,,101928103,ENSG00000229267
RNU7-183P,"RNA, U7 small nuclear 183 pseudogene",,,106480454,ENSG00000252407
fhiA,,,,,
RP11-734E19.1,,,,,
RP11-347D21.1,,,,,
IGHD3-22,immunoglobulin heavy diversity 3-22,X93616,,28497,ENSG00000211911
AC016716.1,,,,,
SNORA22B,"small nucleolar RNA, H/ACA box 22B",,,109616964,
RNF11P2,ring finger protein 11 pseudogene 2,AL121582,,170543,ENSG00000227563
RP11-1348G14.4,,,,,
VN1R13P,vomeronasal 1 receptor 13 pseudogene,,,387322,ENSG00000216762
snoU13.103,,,,,
KLF7-IT1,KLF7 intronic transcript 1,,,,ENSG00000237892
DCAF13P2,DDB1 and CUL4 associated factor 13 pseudogene 2,,,100288979,ENSG00000250816
AC079779.5,,,,,
RNU7-48P,"RNA, U7 small nuclear 48 pseudogene",,,100147835,ENSG00000238386
CTD-2545H1.2,,,,,
RP11-725G5.3,,,,,
sseB,,,,,
RP11-802F5.1,,,,,
SEC66,,,,,
YDL057W,,,,,
KRTAP12-5P,"keratin associated protein 12-5, pseudogene",,,,
HSPE1P2,heat shock protein family E (Hsp10) member 1 pseudogene 2,,,326300,ENSG00000258645
wza,,,,,
ZNF736P2Y,"zinc finger protein 736 pseudogene 2, Y-linked",,,392603,ENSG00000226270
AL049745.1,,,,,
NEUROD4,neuronal differentiation 4,AF203901,Q9HD90,58158,
ECM19,,,,,
OR2F1,olfactory receptor family 2 subfamily F member 1 (gene/pseudogene),U56421,Q13607,26211,ENSG00000213215
SAMD12,sterile alpha motif domain containing 12,AK096777,Q8N8I0,401474,ENSG00000177570
ABITRAM,actin binding transcription modulator,BC015795,Q9NX38,54942,ENSG00000119328
PTPRZ1,protein tyrosine phosphatase receptor type Z1,M93426,P23471,5803,ENSG00000106278
RN7SKP130,"RNA, 7SK small nuclear pseudogene 130",,,106480873,ENSG00000201794
IGHD3OR15-3B,immunoglobulin heavy diversity 3/OR15-3B (non-functional),X55580,,28330,ENSG00000282089
ELOCP22,elongin C pseudogene 22,,,100287579,ENSG00000255006
DMGDH,dimethylglycine dehydrogenase,AF111858,Q9UI17,29958,ENSG00000132837
SFR1,SWI5 dependent homologous recombination repair protein 1,BC020892,Q86XK3,119392,ENSG00000156384
LOC100507443,,,,,
RP11-146N23.4,,,,,
RP11-259G18.1,,,,,
TYK2,tyrosine kinase 2,,P29597,7297,ENSG00000105397
FGF12,fibroblast growth factor 12,U66197,P61328,2257,ENSG00000114279
PRSS53,serine protease 53,,Q2L4Q9,339105,ENSG00000151006
RP11-20B24.4,,,,,
LOC100507651,,,,,
NOP16,NOP16 nucleolar protein,,Q9Y3C1,51491,ENSG00000048162
KCNRG,potassium channel regulator,,Q8N5I3,283518,ENSG00000198553
CTC-458G6.4,,,,,
RP3-428A13.1,,,,,
SOCS2P1,suppressor of cytokine signaling 2 pseudogene 1,,,276719,ENSG00000237662
AC017035.2,,,,,
NUT2,,,,,
RP11-390K5.6,,,,,
RMND5A,required for meiotic nuclear division 5 homolog A,BC012165,Q9H871,64795,ENSG00000153561
DEXI,Dexi homolog,AF108145,O95424,28955,ENSG00000182108
LL22NC03-88E1.17,,,,,
RP4-583P15.10,,,,,
ybbL,,,,,
RTS3,,,,,
SPBC3E7.05c,,,,,
vps38,,,,,
JOSD1,Josephin domain containing 1,,Q15040,9929,ENSG00000100221
spo7,,,,,
LINC01804,long intergenic non-protein coding RNA 1804,,,101926966,ENSG00000231031
mmd1,,,,,
COX7CP1,cytochrome c oxidase subunit 7C pseudogene 1,AF042165,,9386,ENSG00000235957
CTA-384D8.33,,,,,
FAM90A18P,"family with sequence similarity 90 member A18, pseudogene",,A6NE21,441326,ENSG00000231656
TRBV5-8,T cell receptor beta variable 5-8,L36092,A0A5A2,28607,
AC092620.3,,,,,
RNU1-49P,"RNA, U1 small nuclear 49, pseudogene",,,106480162,ENSG00000200338
RPS3AP26,ribosomal protein S3a pseudogene 26,,,644972,ENSG00000214389
SYNC,"syncoilin, intermediate filament protein",AK024707,Q9H7C4,81493,ENSG00000162520
CASP1P3,caspase 1 pseudogene 3,,,100422634,
sea3,,,,,
RNU6-731P,"RNA, U6 small nuclear 731, pseudogene",,,106481411,ENSG00000253022
RP11-123O10.4,,,,,
Y_RNA.634,,,,,
pykF,,,,,
ZNF254,zinc finger protein 254,AF054180,O75437,9534,
GMCL2,"germ cell-less 2, spermatogenesis associated",AK315701,Q8NEA9,64396,ENSG00000244234
MIR4311,microRNA 4311,,,100422905,
ENTR1,endosome associated trafficking regulator 1,AF039688,Q96C92,10807,ENSG00000165689
SRIP1,sorcin pseudogene 1,,,6644,ENSG00000248660
SPBC21B10.07,,,,,
MIR6870,microRNA 6870,,,102465525,
SSE1,,,,,
MRLN,myoregulin,"AB019391, BG210823",P0DMT0,100507027,ENSG00000227877
CD1E,CD1e molecule,AJ289111,P15812,913,ENSG00000158488
RAX,retina and anterior neural fold homeobox,AF115392,Q9Y2V3,30062,ENSG00000134438
SRD5A3P1,steroid 5 alpha-reductase 3 pseudogene 1,,,390203,ENSG00000270929
RP11-386M24.5,,,,,
RP11-799B12.4,,,,,
damX,,,,,
RP11-452L6.5,,,,,
RP11-664D7.4,,,,,
MIR4446,microRNA 4446,,,100616476,
RP11-771F20.1,,,,,
ATG10-IT1,ATG10 intronic transcript 1,,,,ENSG00000236447
RP11-577G20.2,,,,,
TRAV27,T cell receptor alpha variable 27,AE000660,A0A087WT01,28655,ENSG00000211809
dicB,,,,,
MORF4L1P6,mortality factor 4 like 1 pseudogene 6,,,100873878,ENSG00000233162
DNM1P45,dynamin 1 pseudogene 45,AJ576271,,100216542,
SNORA64,"small nucleolar RNA, H/ACA box 64",Y11158,,26784,ENSG00000207405
ZNF555,zinc finger protein 555,AL832140,Q8NEP9,148254,ENSG00000186300
TEX40,,,,,
OR51B3P,olfactory receptor family 51 subfamily B member 3 pseudogene,,,79342,ENSG00000223735
LOC285692,,,,,
RP4-657D16.6,,,,,
AC144530.1,,,,,
FRK1,,,,,
RNU6-853P,"RNA, U6 small nuclear 853, pseudogene",,,106479943,ENSG00000201176
MGME1,mitochondrial genome maintenance exonuclease 1,,Q9BQP7,92667,ENSG00000125871
DUX4L52,double homeobox 4 like 52 (pseudogene),,,,ENSG00000258336
CHRNG,cholinergic receptor nicotinic gamma subunit,X01715,P07510,1146,ENSG00000196811
IGLV5-52,immunoglobulin lambda variable 5-52,Z73669,A0A0A0MRZ9,28779,ENSG00000211643
MTND3P20,MT-ND3 pseudogene 20,,,,ENSG00000220733
LOC286083,,,,,
rad57,,,,,
RNU5A-1,"RNA, U5A small nuclear 1",,,26831,ENSG00000199568
SORBS1,sorbin and SH3 domain containing 1,AF136381,Q9BX66,10580,ENSG00000095637
RPS28B,,,,,
TRW-CCA2-1,transfer RNA-Trp (CCA) 2-1,HG984065,,100189203,
SPAC27D7.02c,,,,,
YAR1,,,,,
snoU13.75,,,,,
ASB3,ankyrin repeat and SOCS box containing 3,AK000985,Q9Y575,51130,ENSG00000115239
CBWD6,COBW domain containing 6,,Q4V339,644019,ENSG00000215126
RNU6-169P,"RNA, U6 small nuclear 169, pseudogene",,,106481229,ENSG00000202206
HRH4,histamine receptor H4,AF312230,Q9H3N8,59340,ENSG00000134489
AC010492.4,,,,,
RP11-270M14.1,,,,,
KCNA2,potassium voltage-gated channel subfamily A member 2,L02752,P16389,3737,ENSG00000177301
GLTSCR2,,,,,
yebT,,,,,
RP11-404K5.3,,,,,
RP11-95I16.4,,,,,
PCDHB18,,,,,
GCLM,glutamate-cysteine ligase modifier subunit,L35546,P48507,2730,ENSG00000023909
HIST1H4J,histone cluster 1 H4 family member j,J00188,P62805,8363,ENSG00000197238
RPL7L1,ribosomal protein L7 like 1,,Q6DKI1,285855,ENSG00000146223
SLC22A4,solute carrier family 22 member 4,AB007448,Q9H015,6583,ENSG00000197208
ARN1,,,,,
Y_RNA.550,,,,,
Y_RNA.752,,,,,
rpl1002,,,,,
MAGEA7P,"MAGE family member A7, pseudogene",U10692,,4106,ENSG00000224732
yjiN,,,,,
CTA-984G1.5,,,,,
AC073342.1,,,,,
RP11-351N6.1,,,,,
MRPL45,mitochondrial ribosomal protein L45,BC006235,Q9BRJ2,84311,ENSG00000278845
ECT2,epithelial cell transforming 2,AA206473,Q9H8V3,1894,ENSG00000114346
ZNHIT6,zinc finger HIT-type containing 6,AL442074,Q9NWK9,54680,ENSG00000117174
HELT,helt bHLH transcription factor,BC144567,A6NFD8,391723,ENSG00000187821
OR9G2P,olfactory receptor family 9 subfamily G member 2 pseudogene,,,81160,ENSG00000254825
BRI3,brain protein I3,AF106966,O95415,25798,ENSG00000164713
ascG,,,,,
mso1,,,,,
snoU13.432,,,,,
RP11-283I3.2,,,,,
NUMB,NUMB endocytic adaptor protein,L40393,P49757,8650,
RNU6-334P,"RNA, U6 small nuclear 334, pseudogene",,,106479714,ENSG00000252881
AC007952.5,,,,,
SPAC18G6.06,,,,,
LINC00661,long intergenic non-protein coding RNA 661,"AI184190, CR749400",,126536,ENSG00000205396
ZFP91,ZFP91 zinc finger protein,AB056107,Q96JP5,80829,ENSG00000186660
RP11-384B12.2,,,,,
TRE-CTC1-2,tRNA-Glu (CTC) 1-2,HG983754,,100189091,
RP11-224O19.5,,,,,
RP11-674I16.1,,,,,
RP11-82L18.4,,,,,
TCF7L2,transcription factor 7 like 2,X62871,Q9NQB0,6934,ENSG00000148737
PSMD10,"proteasome 26S subunit, non-ATPase 10",AB009619,O75832,5716,ENSG00000101843
RP11-97E7.1,,,,,
HXT8,,,,,
AL121865.1,,,,,
LINC02027,long intergenic non-protein coding RNA 2027,,,728290,ENSG00000243694
MSX2,msh homeobox 2,D26145,P35548,4488,ENSG00000120149
YNL024C,,,,,
NCF1C,neutrophil cytosolic factor 1C pseudogene,,A8MVU1,654817,ENSG00000165178
OR4C14P,olfactory receptor family 4 subfamily C member 14 pseudogene,,,81310,ENSG00000233301
FBXO39,F-box protein 39,BC034782,Q8N4B4,162517,ENSG00000177294
CRPP1,C-reactive protein pseudogene 1,,,171422,ENSG00000223603
ZNF785,zinc finger protein 785,BC040642,A8K8V0,146540,ENSG00000197162
KIAA2026,KIAA2026,AB095946,Q5HYC2,158358,ENSG00000183354
RP5-1096D14.6,,,,,
LOC728040,,,,,
CD2BP2,CD2 cytoplasmic tail binding protein 2,AF104222,O95400,10421,ENSG00000169217
YKL077W,,,,,
AC010884.2,,,,,
Y_RNA.328,,,,,
FAM155B,family with sequence similarity 155 member B,AF087142,O75949,27112,ENSG00000130054
KRT18P15,keratin 18 pseudogene 15,,,729211,ENSG00000234737
apc10,,,,,
LINC02184,long intergenic non-protein coding RNA 2184,,,100505948,ENSG00000260854
MIR4999,microRNA 4999,,,100847049,
RPL23AP6,ribosomal protein L23a pseudogene 6,,,128709,ENSG00000214835
NDP,norrin cystine knot growth factor NDP,X65882,Q00604,4693,ENSG00000124479
TRIM60,tripartite motif containing 60,AK093201,Q495X7,166655,ENSG00000176979
SYNGR2P2,synaptogyrin 2 pseudogene 2,,,138916,
PRP18,,,,,
RP11-55L4.2,,,,,
NPPC,natriuretic peptide C,,P23582,4880,ENSG00000163273
rhp41,,,,,
KDELC2,,,,,
IMP4,IMP U3 small nucleolar ribonucleoprotein 4,BC010042,Q96G21,92856,ENSG00000136718
EDDM13,epididymal protein 13,,A0A1B0GTR0,100506374,ENSG00000267710
SERPINA4,serpin family A member 4,L19684,P29622,5267,ENSG00000100665
RP5-998N21.4,,,,,
RNU6-1031P,"RNA, U6 small nuclear 1031, pseudogene",,,106480020,ENSG00000207504
TAF3,TATA-box binding protein associated factor 3,AJ292190,Q5VWG9,83860,ENSG00000165632
yceI,,,,,
SUGP2,SURP and G-patch domain containing 2,AB002363,Q8IX01,10147,ENSG00000064607
TBC1D3H,TBC1 domain family member 3H,,P0C7X1,729877,ENSG00000274226
tho1,,,,,
RP11-386M24.9,,,,,
CA4,carbonic anhydrase 4,L10955,P22748,762,ENSG00000167434
SPBC16G5.17,,,,,
PSMC6P2,"proteasome 26S subunit, ATPase, 6 pseudogene 2",,,160410,
ESRG,embryonic stem cell related,,Q1W209,790952,ENSG00000265992
GS1-309P15.4,,,,,
ycdX,,,,,
SNORA26.5,,,,,
yicM,,,,,
RPL23AP83,ribosomal protein L23a pseudogene 83,,,100131846,ENSG00000234135
WWC1,WW and C2 domain containing 1,AF506799,Q8IX03,23286,ENSG00000113645
AC027228.1,,,,,
RP11-108M9.5,,,,,
RP3-388M5.8,,,,,
GRB7,growth factor receptor bound protein 7,D43772,Q14451,2886,ENSG00000141738
ATP1B2,ATPase Na+/K+ transporting subunit beta 2,U45945,P14415,482,ENSG00000129244
